Year,Player,Position,OBPM,DBPM
2014,Dwyane Wade,SG,3.5,-1.4
2014,Dion Waiters,SG,-2.5,-0.8
2014,Kemba Walker,PG,1.7,0.6
2014,John Wall,PG,2.6,1
2014,C.J. Watson,PG,0.6,0.8
2014,David West,PF,0.3,1.3
2014,Russell Westbrook,PG,6.9,1.2
2014,Hassan Whiteside,C,2.5,1.6
2014,Andrew Wiggins,SF,-0.4,-2
2014,Deron Williams,PG,1.1,-0.9
2014,Derrick Williams,PF,-0.3,-1.6
2014,Lou Williams,SG,3.5,-0.9
2014,Marvin Williams,PF,-1.4,1.4
2014,Mo Williams,PG,1.5,-2.3
2014,Shawne Williams,SF,-1.4,-0.6
2014,Brandan Wright,PF,2.1,1.6
2014,Tony Wroten,PG,0,-1.2
2014,Nick Young,SG,0.8,-2.1
2014,Thaddeus Young,PF,0,-0.2
2014,Cody Zeller,C,-2,1.4
2014,Tyler Zeller,C,1,0
2015,Quincy Acy,PF,-0.2,0.2
2015,Steven Adams,C,0,0.2
2015,Arron Afflalo,SG,-1.3,-1.6
2015,Alexis Ajinca,C,-3.4,-0.6
2015,Cole Aldrich,C,-0.9,3.4
2015,LaMarcus Aldridge,PF,2,0.3
2015,Lavoy Allen,PF,-1.7,0.1
2015,Tony Allen,SG,-2.2,1.2
2015,Al-Farouq Aminu,SF,-0.2,0.2
2015,James Anderson,SG,-3.9,-0.6
2015,Kyle Anderson,SF,-1.7,3.1
2015,Ryan Anderson,PF,2.2,-2.4
2015,Giannis Antetokounmpo,PG,1.3,0.7
2015,Carmelo Anthony,SF,3.8,-0.5
2015,Trevor Ariza,SF,0.1,0.3
2015,Darrell Arthur,PF,-1.3,0.5
2015,Omer Asik,C,-2.8,-1
2015,D.J. Augustin,PG,0.6,-1.1
2015,Luke Babbitt,SF,-1,-1.5
2015,Leandro Barbosa,SG,-1.9,-0.1
2015,J.J. Barea,PG,1.6,-1.6
2015,Harrison Barnes,SF,-0.2,-1.1
2015,Matt Barnes,SF,-1.1,0.2
2015,Will Barton,SG,1.2,-0.4
2015,Brandon Bass,PF,0.6,0
2015,Nicolas Batum,SF,1.1,0.1
2015,Jerryd Bayless,SG,0.2,-1
2015,Aron Baynes,C,-0.5,0.3
2015,Kent Bazemore,SF,-1.2,1.5
2015,Bradley Beal,SG,1.2,-0.9
2015,Marco Belinelli,SG,-2.1,-1.7
2015,Patrick Beverley,PG,0,0.1
2015,Bismack Biyombo,C,-1.3,1.1
2015,Nemanja Bjelica,PF,-0.9,0.2
2015,Steve Blake,PG,-1.7,-0.7
2015,Eric Bledsoe,PG,2.5,0.8
2015,Bojan Bogdanovic,SF,-1,-2.6
2015,Andrew Bogut,C,-0.9,3.2
2015,Devin Booker,SG,-1.2,-1.7
2015,Trevor Booker,PF,-1,1
2015,Chris Bosh,PF,3.6,0.5
2015,Avery Bradley,SG,-0.4,0.3
2015,Corey Brewer,SF,-2.7,-0.3
2015,Aaron Brooks,PG,-1.3,-1.3
2015,Markel Brown,SG,-2.1,-0.8
2015,Kobe Bryant,SF,0.9,-2.4
2015,Chase Budinger,SF,-1.8,0.5
2015,Trey Burke,PG,0.7,-1.2
2015,Alec Burks,SG,0.2,-0.6
2015,Jimmy Butler,SG,3.2,1.2
2015,Jose Calderon,PG,-0.8,0.1
2015,Kentavious Caldwell-Pope,SG,-1.1,0.8
2015,Isaiah Canaan,SG,-0.8,-1.6
2015,Clint Capela,C,-0.3,-0.1
2015,DeMarre Carroll,SF,-0.8,1.1
2015,Vince Carter,SG,-0.4,-0.6
2015,Michael Carter-Williams,PG,-1.4,0.6
2015,Omri Casspi,PF,0.4,-0.2
2015,Willie Cauley-Stein,C,-0.8,0.1
2015,Mario Chalmers,PG,0,1.3
2015,Tyson Chandler,C,-0.8,-0.2
2015,Jordan Clarkson,SG,-0.1,-1.5
2015,Norris Cole,PG,-2.9,-0.9
2015,Darren Collison,PG,0.9,-0.8
2015,Mike Conley,PG,3.5,-0.5
2015,DeMarcus Cousins,C,2.7,0.6
2015,Robert Covington,SF,-1.1,0.1
2015,Allen Crabbe,SG,-0.9,-0.1
2015,Jamal Crawford,SG,0.1,-1.5
2015,Jae Crowder,SF,0.8,1.4
2015,Dante Cunningham,SF,-2.3,-0.5
2015,Stephen Curry,PG,10.3,1.6
2015,Anthony Davis,C,3.6,0.4
2015,Ed Davis,PF,1,0.9
2015,Dewayne Dedmon,C,-1.6,0.7
2015,Matthew Dellavedova,PG,-0.7,-0.5
2015,Luol Deng,PF,0.7,0.2
2015,DeMar DeRozan,SG,3.2,-0.7
2015,Boris Diaw,PF,-0.1,0.9
2015,Gorgui Dieng,C,-0.1,0.8
2015,Toney Douglas,PG,-0.4,0.4
2015,Goran Dragic,PG,0.1,-0.5
2015,Andre Drummond,C,0.8,0.3
2015,Jared Dudley,PF,-0.8,0.7
2015,Tim Duncan,C,-0.1,3.1
2015,Mike Dunleavy,SF,-2.6,-0.9
2015,Kevin Durant,SF,8.4,1.6
2015,Wayne Ellington,SG,-1.5,-1.3
2015,Monta Ellis,SG,-1,1.1
2015,Tyreke Evans,SG,1.8,-0.1
2015,Festus Ezeli,C,-0.6,0.4
2015,Kenneth Faried,PF,1.7,-1.4
2015,Derrick Favors,PF,2.1,1.2
2015,Raymond Felton,PG,-1.7,0.1
2015,Evan Fournier,SF,0.1,-0.5
2015,Randy Foye,SG,-2.7,-0.5
2015,Tim Frazier,PG,-1.5,-0.5
2015,Enes Freedom,C,3.3,-2.1
2015,Channing Frye,PF-C,0.3,0.5
2015,Danilo Gallinari,SF,3.4,-0.7
2015,Langston Galloway,PG,-1.7,0.7
2015,Marc Gasol,C,0.8,0.9
2015,Pau Gasol,C,2.7,2.3
2015,Rudy Gay,SF,-0.1,-0.3
2015,Alonzo Gee,SF,-3.2,0.6
2015,Paul George,SF,3.7,1.2
2015,Taj Gibson,PF,-0.4,0.4
2015,Manu Ginobili,SG,1.4,2.2
2015,Rudy Gobert,C,0,2.2
2015,Archie Goodwin,PG,-2.1,-1.5
2015,Aaron Gordon,PF,0.9,0.1
2015,Eric Gordon,SG,0.9,-1
2015,Marcin Gortat,C,0.5,0.1
2015,Jerami Grant,PF,-2.1,0.4
2015,Jerian Grant,PG,-2.8,-0.3
2015,Danny Green,SG,-1,2.1
2015,Draymond Green,PF,2.6,2.9
2015,Gerald Green,SG,-2.1,-0.9
2015,JaMychal Green,PF,-1.5,-1
2015,Jeff Green,SF,-0.8,-0.9
2015,Blake Griffin,PF,3.4,1.1
2015,PJ Hairston,SF,-3.8,-0.7
2015,Tim Hardaway Jr.,SG,-1.1,0.2
2015,James Harden,SG,6.4,0.2
2015,Maurice Harkless,SF,-0.5,0
2015,Devin Harris,PG,-1.4,1.5
2015,Gary Harris,SG,-0.6,-0.2
2015,Tobias Harris,PF,1.2,0.3
2015,Spencer Hawes,PF,-1.6,1
2015,Gordon Hayward,SF,2.4,0.2
2015,Gerald Henderson,SG,-1.1,-0.7
2015,John Henson,C,-1.2,1.3
2015,Mario Hezonja,SF,-2.4,-0.7
2015,Roy Hibbert,C,-3.5,0.2
2015,Nene,PF,-1.3,1.6
2015,George Hill,PG,0.1,0.7
2015,Jordan Hill,C,-0.7,0
2015,Solomon Hill,SF,-1.1,1.2
2015,Jrue Holiday,PG,2.7,-0.6
2015,Justin Holiday,SG,-3.3,0.1
2015,Richaun Holmes,PF,-1.1,-0.4
2015,Rodney Hood,SG,0.7,0
2015,Al Horford,C,2.2,1.6
2015,Dwight Howard,C,0.3,-0.2
2015,Marcelo Huertas,PG,-2.7,-2.2
2015,Kris Humphries,PF,-1.6,-0.4
2015,Serge Ibaka,PF,-0.6,0
2015,Andre Iguodala,SF,-0.2,1.3
2015,Ersan Ilyasova,PF,0.2,-0.4
2015,Joe Ingles,SF,-1.4,1.6
2015,Kyrie Irving,PG,3.2,-0.8
2015,Jarrett Jack,PG,0,-0.7
2015,Reggie Jackson,PG,3.4,-0.6
2015,LeBron James,SF,7,2
2015,Al Jefferson,C,-0.9,0.4
2015,Richard Jefferson,SF,-1.6,0.5
2015,Brandon Jennings,PG,0.2,-0.7
2015,Jonas Jerebko,PF,-2,0
2015,Amir Johnson,PF,-0.4,1.6
2015,Chris Johnson,SF,-3.3,1.3
2015,James Johnson,PF,-1.5,0.5
2015,Joe Johnson,SF,-0.6,-1.3
2015,Stanley Johnson,SF,-3.5,0.2
2015,Tyler Johnson,SG,-0.1,0.7
2015,Wesley Johnson,SF,-1.7,1.5
2015,Nikola Jokic,C,2.6,1.3
2015,Terrence Jones,PF,-0.9,-1.2
2015,DeAndre Jordan,C,1.5,1.3
2015,Cory Joseph,SG,-1.1,-0.1
2015,Frank Kaminsky,C,-1,0.2
2015,Brandon Knight,SG,0.9,-1.5
2015,Kyle Korver,SG,-1.5,0.6
2015,Kosta Koufos,C,-1.3,-0.6
2015,Jeremy Lamb,SG,0.1,0.7
2015,Shane Larkin,PG,-1.6,-0.4
2015,Joffrey Lauvergne,C,-0.3,-1.3
2015,Zach LaVine,SG,0.2,-1.6
2015,Ty Lawson,PG,-2.4,-1.2
2015,Courtney Lee,SG,-1.3,0.3
2015,David Lee,PF,0.7,0.6
2015,Alex Len,C,-3.5,-0.8
2015,Kawhi Leonard,SF,6.1,3
2015,Meyers Leonard,PF,-1.1,-0.6
2015,Jon Leuer,PF,0.1,0
2015,Damian Lillard,PG,5.7,-1.3
2015,Jeremy Lin,SG,-1,0
2015,Shaun Livingston,PG,-0.7,1.1
2015,Brook Lopez,C,1.9,-0.5
2015,Robin Lopez,C,0.4,-0.5
2015,Kevin Love,PF,3,0.3
2015,Kyle Lowry,PG,4.7,1.1
2015,Trey Lyles,PF,-1.6,-0.2
2015,Shelvin Mack,PG,-1.2,-0.4
2015,Ian Mahinmi,C,-0.9,1.9
2015,Kevin Martin,SG,-1.6,-1.6
2015,Wesley Matthews,SF,-0.9,-0.1
2015,O.J. Mayo,SG,-3.8,-0.2
2015,Luc Mbah a Moute,PF,-3.2,0.6
2015,CJ McCollum,SG,2.3,-1
2015,T.J. McConnell,PG,-1.5,0.3
2015,Doug McDermott,SF,-1,-1.9
2015,Ben McLemore,SG,-3.1,-0.7
2015,Khris Middleton,SG,1.2,-0.5
2015,CJ Miles,SF,0.6,-0.1
2015,Patty Mills,PG,0.8,0.7
2015,Paul Millsap,PF,1.5,2.7
2015,Nikola Mirotic,PF,1,0.4
2015,Greg Monroe,C,2.7,-0.6
2015,E'Twaun Moore,SG,-1.9,0
2015,Marcus Morris Sr.,SF,-0.3,0.1
2015,Markieff Morris,PF,-2.3,-0.1
2015,Anthony Morrow,SG,-0.1,-1
2015,Timofey Mozgov,C,-1.7,0.3
2015,Emmanuel Mudiay,PG,-2.3,-1.9
2015,Shabazz Muhammad,SF,0.6,-3.1
2015,Larry Nance Jr.,PF,-1.7,0.2
2015,Gary Neal,SG,-0.1,-1.3
2015,Jameer Nelson,PG,-2.2,-0.8
2015,Raul Neto,PG,-2.3,0.3
2015,Andrew Nicholson,PF,0,-1.1
2015,Nerlens Noel,C,-1.7,1.5
2015,Dirk Nowitzki,PF,2.4,0.1
2015,Johnny O'Bryant III,PF,-4.2,-1.7
2015,Kyle O'Quinn,PF,-1,1.4
2015,Jahlil Okafor,C,-0.5,-1.8
2015,Victor Oladipo,SG,0.9,0.9
2015,Kelly Olynyk,C,1.2,0.8
2015,Zaza Pachulia,C,-0.3,0.1
2015,Jabari Parker,PF,-0.4,-1.6
2015,Tony Parker,PG,0.2,0.2
2015,Chandler Parsons,SF,1.8,0.2
2015,Patrick Patterson,PF,-0.1,0
2015,Chris Paul,PG,5.9,2
2015,Elfrid Payton,PG,-0.7,-0.6
2015,Paul Pierce,SF,-3,-0.3
2015,Mason Plumlee,C,0,1.6
2015,Miles Plumlee,C,-0.2,-1.3
2015,Otto Porter Jr.,SF,0.3,0.8
2015,Bobby Portis,PF,-1.5,-1.8
2015,Kristaps Porzingis,PF,0.6,0.3
2015,Dwight Powell,PF,-0.6,0.7
2015,Norman Powell,SG,-0.5,0.3
2015,Ronnie Price,PG,-3.2,1.4
2015,Pablo Prigioni,PG,-2.5,2.1
2015,Tayshaun Prince,SF,-2.9,-0.1
2015,Julius Randle,PF,-1.9,-1.3
2015,Zach Randolph,PF,1.4,-1.7
2015,JJ Redick,SG,3.3,-1.1
2015,Josh Richardson,SG,-1.1,0.7
2015,Austin Rivers,SG,-2.2,-0.5
2015,Andre Roberson,SG,-0.7,1.3
2015,Thomas Robinson,PF,-2.7,-1.1
2015,Rajon Rondo,PG,1,0
2015,Derrick Rose,PG,-0.6,-1.9
2015,Terrence Ross,SF,0.6,-0.3
2015,Ricky Rubio,PG,1,0.8
2015,Brandon Rush,SG,-0.6,-0.2
2015,D'Angelo Russell,PG,-0.7,-1.6
2015,JaKarr Sampson,SF,-4.5,-1
2015,Dennis Schroder,PG,-0.3,-0.4
2015,Luis Scola,PF,-0.8,-0.3
2015,Mike Scott,PF,-0.1,0
2015,Thabo Sefolosha,SF,-1.5,2.3
2015,Ramon Sessions,PG,0.2,-0.5
2015,Iman Shumpert,SG,-3,1.4
2015,Jonathon Simmons,SG,-3.1,0.4
2015,Kyle Singler,SF,-3.1,-0.1
2015,Donald Sloan,PG,-0.3,-1.4
2015,Marcus Smart,PG,-2.2,1.2
2015,Ish Smith,PG,-0.3,-1.3
2015,JR Smith,SG,0.2,0.3
2015,Jason Smith,C,-2.5,0.3
2015,Josh Smith,PF,-3.5,0.4
2015,Tony Snell,SF,-3.5,-0.5
2015,Marreese Speights,C,-2.3,-1.5
2015,Nik Stauskas,SG,-2.3,-1.5
2015,Lance Stephenson,SF,-0.9,-0.3
2015,Amar'e Stoudemire,C,-1.3,0.6
2015,Rodney Stuckey,PG,-1.8,0.4
2015,Jared Sullinger,PF,0,0.7
2015,Jeff Teague,PG,1.5,-0.2
2015,Mirza Teletovic,PF,2.8,-1.4
2015,Garrett Temple,SF,-2.5,0.4
2015,Jason Terry,SG,-0.7,-0.9
2015,Isaiah Thomas,PG,4.9,-0.6
2015,Lance Thomas,PF,-1.7,-1.5
2015,Hollis Thompson,SG,-1.6,-1.7
2015,Klay Thompson,SG,3.4,-1.6
2015,Tristan Thompson,PF,0.5,-0.3
2015,Marcus Thornton,SG,0.9,-1.4
2015,Anthony Tolliver,PF,-0.1,0.5
2015,Karl-Anthony Towns,C,2.5,-0.4
2015,P.J. Tucker,SF,-1.5,0.4
2015,Evan Turner,SG,-0.9,0.9
2015,Myles Turner,C,-2.2,0.6
2015,Beno Udrih,PG,-2.7,-1
2015,Jonas Valanciunas,C,2.1,-0.5
2015,Rashad Vaughn,SG,-4.4,-1.3
2015,Noah Vonleh,PF,-3.9,-0.3
2015,Nikola Vucevic,C,1.9,0
2015,Sasha Vujacic,SG,-1.5,0.3
2015,Dwyane Wade,SG,2.3,-0.4
2015,Dion Waiters,SG,-2.4,-0.4
2015,Kemba Walker,PG,3.5,0.5
2015,John Wall,PG,3.1,0.4
2015,T.J. Warren,SF,0.5,-0.9
2015,David West,PF,0.3,2.6
2015,Russell Westbrook,PG,6.4,1.4
2015,Hassan Whiteside,C,1.7,2.4
2015,Andrew Wiggins,SF,0.9,-2.2
2015,Deron Williams,PG,0.4,-0.7
2015,Derrick Williams,SF,1.5,-1.2
2015,Lou Williams,SG,2.4,-1.1
2015,Marvin Williams,PF,2.1,0.5
2015,Mo Williams,PG,-0.9,-0.6
2015,Justise Winslow,SF,-3.3,0.7
2015,Nick Young,SG,-1.6,-2.1
2015,Thaddeus Young,PF,0.1,-0.1
2015,Cody Zeller,C,-1.1,1
2015,Tyler Zeller,C,-2.1,-1.2
2016,Alex Abrines,SG,-1.3,-0.4
2016,Steven Adams,C,-0.2,0
2016,Arron Afflalo,SG,-2.1,-1.5
2016,LaMarcus Aldridge,PF,0.7,0.1
2016,Lavoy Allen,PF,-1.5,-0.2
2016,Tony Allen,SG,-2,1.1
2016,Al-Farouq Aminu,PF,-1.4,0.4
2016,Justin Anderson,SF,-0.9,-0.4
2016,Kyle Anderson,SF,-1.4,3.2
2016,Ryan Anderson,PF,1.7,-2
2016,Giannis Antetokounmpo,SF,4.9,2.4
2016,Carmelo Anthony,SF,2.3,-1.6
2016,Trevor Ariza,SF,-0.1,1.1
2016,D.J. Augustin,PG,-1.2,-1.8
2016,Luke Babbitt,SF,-2,-0.1
2016,Ron Baker,SG,-4.5,-0.3
2016,Leandro Barbosa,SG,-1.7,-0.9
2016,J.J. Barea,PG,3,-1.5
2016,Harrison Barnes,PF,0.4,-1.2
2016,Matt Barnes,SF,-1.7,0.3
2016,Will Barton,SG,1.2,-1
2016,Nicolas Batum,SG,0.6,0.2
2016,Aron Baynes,C,-3.2,0.5
2016,Kent Bazemore,SF,-2.1,1.1
2016,Bradley Beal,SG,4.2,-1
2016,Michael Beasley,PF,0,-0.8
2016,Marco Belinelli,SG,-0.6,-0.5
2016,Davis Bertans,PF,0.5,0.8
2016,Patrick Beverley,SG,-0.2,1.4
2016,Bismack Biyombo,C,-3.4,0.2
2016,Nemanja Bjelica,PF,-1.8,0.2
2016,Tarik Black,C,-2.3,-0.9
2016,Eric Bledsoe,PG,3.7,-0.1
2016,Bojan Bogdanovic,SF,-0.1,-2.1
2016,Devin Booker,SG,0.3,-2.3
2016,Trevor Booker,PF,-0.9,0.3
2016,Avery Bradley,SG,0,-0.5
2016,Corey Brewer,SF,-3.5,0.8
2016,Malcolm Brogdon,SG,0,-0.4
2016,Aaron Brooks,PG,-2.4,-1.2
2016,Jaylen Brown,SF,-3,-0.8
2016,Trey Burke,PG,-1.3,-1.8
2016,Jimmy Butler,SF,5.6,1.7
2016,Kentavious Caldwell-Pope,SG,-0.6,0.4
2016,Clint Capela,C,1.3,-0.1
2016,DeMarre Carroll,SF,-0.4,0.4
2016,Vince Carter,SF,-0.3,1.1
2016,Michael Carter-Williams,PG,-4.5,1.3
2016,Willie Cauley-Stein,C,-1.2,0.2
2016,Tyson Chandler,C,0.7,-0.3
2016,Wilson Chandler,SF,0.5,-1.5
2016,Marquese Chriss,PF,-2.2,-0.1
2016,Semaj Christon,PG,-4.8,-0.3
2016,Ian Clark,SG,-1,-0.5
2016,Jordan Clarkson,SG,-0.9,-1.6
2016,Darren Collison,PG,0.3,-1.2
2016,Mike Conley,PG,6,0.8
2016,DeMarcus Cousins,C,5,1.8
2016,Robert Covington,SF,-1.2,1.4
2016,Allen Crabbe,SG,-0.7,-0.6
2016,Jamal Crawford,SG,-0.8,-1.3
2016,Jae Crowder,SF,1,-0.1
2016,Dante Cunningham,PF,-1.9,0.3
2016,Seth Curry,PG,0.8,0.4
2016,Stephen Curry,PG,6.7,0.3
2016,Troy Daniels,SG,0.2,-1.9
2016,Anthony Davis,C,4.4,1.4
2016,Ed Davis,PF,-3.2,-0.8
2016,Dewayne Dedmon,C,-1.4,2
2016,Sam Dekker,PF,0.3,-0.6
2016,Malcolm Delaney,PG,-5.3,-0.3
2016,Matthew Dellavedova,PG,-2.5,-1.8
2016,Luol Deng,SF,-1.4,-0.6
2016,DeMar DeRozan,SG,4.1,-1
2016,Boris Diaw,PF,-2.3,-0.2
2016,Gorgui Dieng,PF,-0.8,0.6
2016,Spencer Dinwiddie,PG,-1.3,0.4
2016,Goran Dragic,PG,2.7,-0.1
2016,Andre Drummond,C,0.1,0.8
2016,Jared Dudley,PF,-1.1,0.1
2016,Mike Dunleavy,SF,-1.3,-0.1
2016,Kris Dunn,PG,-4.5,1.8
2016,Kevin Durant,PF,6.7,2.2
2016,Wayne Ellington,SG,0.8,-0.9
2016,Monta Ellis,SG,-3.1,0.2
2016,Joel Embiid,C,1.9,2.7
2016,James Ennis III,SF,-1.9,0.7
2016,Tyreke Evans,SF,-0.1,0.5
2016,Dante Exum,PG,-3.2,-0.1
2016,Kenneth Faried,PF,1.5,-1.2
2016,Derrick Favors,PF,-1.2,1.2
2016,Cristiano Felicio,C,-0.6,-0.1
2016,Raymond Felton,PG,-2,0.7
2016,Yogi Ferrell,PG,-0.9,-0.3
2016,Dorian Finney-Smith,PF,-3.3,0.6
2016,Evan Fournier,SG,-0.2,-1.1
2016,Randy Foye,SG,-3.7,-0.7
2016,Tim Frazier,PG,-2.5,-0.2
2016,Enes Freedom,C,3,-1.3
2016,Channing Frye,C,1.4,-0.4
2016,Danilo Gallinari,SF,2.8,-1.4
2016,Langston Galloway,PG,-1.5,-0.7
2016,Marc Gasol,C,3.8,1.4
2016,Pau Gasol,C,2.6,1.5
2016,Rudy Gay,SF,1.4,0.5
2016,Paul George,SF,3,0.1
2016,Taj Gibson,PF,-1.1,-0.4
2016,Manu Ginobili,SG,-0.7,2.1
2016,Rudy Gobert,C,2.2,2.2
2016,Aaron Gordon,SF,-0.3,-0.7
2016,Eric Gordon,SG,1.3,-1.4
2016,Marcin Gortat,C,-0.3,-0.5
2016,Jerami Grant,PF,-2.1,0.8
2016,Jerian Grant,PG,-1.3,1.4
2016,Danny Green,SG,-1,1.9
2016,Draymond Green,PF,1,3.9
2016,JaMychal Green,PF,-0.9,0.2
2016,Jeff Green,PF,-2.4,-1.2
2016,Blake Griffin,PF,4.2,0.5
2016,Justin Hamilton,C,-0.5,-0.3
2016,Tim Hardaway Jr.,SG,1,-0.4
2016,James Harden,PG,7.5,1.2
2016,Maurice Harkless,SF,-0.8,0.1
2016,Montrezl Harrell,C,0.9,0.1
2016,Devin Harris,PG,-1,0.7
2016,Gary Harris,SG,1.5,-0.9
2016,Joe Harris,SG,-2.6,-0.9
2016,Tobias Harris,PF,1.3,0.3
2016,Andrew Harrison,PG,-4,0.6
2016,Spencer Hawes,PF,-0.3,0.8
2016,Gordon Hayward,SF,4.6,0.5
2016,Gerald Henderson,SG,-2.2,-0.9
2016,John Henson,C,-2.3,0.7
2016,Juancho Hernangomez,PF,0.1,-0.2
2016,Willy Hernangomez,C,0.3,-0.5
2016,Mario Hezonja,SF,-4.1,-0.9
2016,Buddy Hield,SG,-0.6,-1.4
2016,Nene,C,0,0.8
2016,George Hill,PG,3,0.8
2016,Solomon Hill,SF,-3.5,0.8
2016,Jrue Holiday,PG,1,0.2
2016,Justin Holiday,SG,-0.5,0.2
2016,Rondae Hollis-Jefferson,SF,-2.2,0.9
2016,Richaun Holmes,C,0.5,0.5
2016,Rodney Hood,SG,-0.6,-0.3
2016,Al Horford,C,2.3,1.1
2016,Dwight Howard,C,0.6,0.8
2016,Serge Ibaka,PF,0.4,-0.3
2016,Andre Iguodala,SF,0.8,1.7
2016,Ersan Ilyasova,PF,0.4,-0.3
2016,Joe Ingles,SF,-0.7,2.3
2016,Brandon Ingram,SF,-3,-1.4
2016,Kyrie Irving,PG,4.7,-1.3
2016,Reggie Jackson,PG,0.4,-1.4
2016,LeBron James,SF,6.4,1.2
2016,Al Jefferson,C,-0.3,-1.1
2016,Richard Jefferson,SF,-2.5,-0.6
2016,Brandon Jennings,PG,-1.2,-1.2
2016,Jonas Jerebko,PF,-2.3,0
2016,Amir Johnson,PF,-0.7,1.3
2016,James Johnson,PF,1.1,1.7
2016,Joe Johnson,SF,0.4,0.1
2016,Stanley Johnson,SF,-4.4,1.4
2016,Tyler Johnson,PG,0.4,1
2016,Wesley Johnson,SF,-3.1,1.1
2016,Nikola Jokic,C,5.9,1.4
2016,Terrence Jones,PF,-1,0.4
2016,Tyus Jones,PG,-0.6,0.7
2016,DeAndre Jordan,C,2.5,0.9
2016,Cory Joseph,PG,-0.9,-0.4
2016,Frank Kaminsky,C,-0.5,-0.6
2016,Michael Kidd-Gilchrist,SF,-1.6,0.9
2016,Sean Kilpatrick,SG,-0.9,-1.4
2016,Brandon Knight,SG,-0.8,-2.1
2016,Kyle Korver,SG,0.5,-0.5
2016,Kosta Koufos,C,-2.1,-0.4
2016,Mindaugas Kuzminskas,SF,-0.6,-1.4
2016,Jeremy Lamb,SG,0.5,0.1
2016,Joffrey Lauvergne,PF-C,-1.5,-0.7
2016,Zach LaVine,SG,1.5,-1.4
2016,Ty Lawson,PG,-0.2,-0.8
2016,Courtney Lee,SG,-0.7,-0.2
2016,David Lee,PF,0.7,1.1
2016,Alex Len,C,-2.4,0.1
2016,Kawhi Leonard,SF,7.1,2.2
2016,Meyers Leonard,PF,-2.6,-0.6
2016,Jon Leuer,PF,-0.4,0.3
2016,Caris LeVert,SF,-1.3,0.3
2016,DeAndre Liggins,SG,-4.5,2.4
2016,Damian Lillard,PG,6.1,-1.1
2016,Jeremy Lin,PG,1.9,0.1
2016,Shaun Livingston,PG,-3,0.5
2016,Brook Lopez,C,2.9,-0.6
2016,Robin Lopez,C,-1.4,-0.8
2016,Kevin Love,PF,3.3,-1.2
2016,Kyle Lowry,PG,5.8,0.4
2016,Timothe Luwawu-Cabarrot,SF,-3.9,-0.7
2016,Trey Lyles,PF,-2.2,0
2016,Shelvin Mack,PG,-2.5,0.2
2016,Wesley Matthews,SG,-0.8,0
2016,Luc Mbah a Moute,SF,-1.6,1.3
2016,Patrick McCaw,SG,-2.4,0.1
2016,CJ McCollum,SG,3.4,-1.4
2016,T.J. McConnell,PG,-2,1
2016,Doug McDermott,SF,-0.9,-1.4
2016,JaVale McGee,C,1,0.2
2016,Rodney McGruder,SG,-1.8,-0.1
2016,Ben McLemore,SG,-2.5,-1.7
2016,Jodie Meeks,SG,-1.3,-0.4
2016,Salah Mejri,C,-3,2.3
2016,Khris Middleton,SF,-0.4,0.1
2016,CJ Miles,SF,1.2,-0.7
2016,Patty Mills,PG,1.4,0.2
2016,Paul Millsap,PF,0.8,1.3
2016,Nikola Mirotic,PF,0.2,0.5
2016,Greg Monroe,C,1.3,0.5
2016,E'Twaun Moore,SG,-1.7,0.1
2016,Marcus Morris Sr.,SF,-0.8,-0.3
2016,Markieff Morris,PF,-1.4,-0.1
2016,Anthony Morrow,SG,-1.8,-0.5
2016,Timofey Mozgov,C,-2.9,-1.5
2016,Emmanuel Mudiay,PG,-1.6,-1.6
2016,Shabazz Muhammad,SF,0.5,-2.9
2016,Jamal Murray,SG,-0.6,-1.4
2016,Mike Muscala,C,-0.1,1.2
2016,Larry Nance Jr.,PF,-0.6,1.2
2016,Jameer Nelson,PG,-0.8,-1.2
2016,Joakim Noah,C,-0.9,0.4
2016,Nerlens Noel,C,0.1,2.3
2016,Lucas Nogueira,C,-1,3
2016,Dirk Nowitzki,PF,0.8,0.1
2016,Jusuf Nurkic,C,-1.4,0.5
2016,Kyle O'Quinn,C,0.2,1.7
2016,Jahlil Okafor,C,-1.9,-0.6
2016,Victor Oladipo,SG,-0.3,-0.1
2016,Kelly Olynyk,C,-0.3,0.6
2016,Kelly Oubre Jr.,SF,-3.2,0
2016,Zaza Pachulia,C,-1.1,1.6
2016,Jabari Parker,PF,2.1,-1.4
2016,Tony Parker,PG,-1.6,-0.9
2016,Patrick Patterson,PF,0,0.1
2016,Chris Paul,PG,6.3,2.5
2016,Elfrid Payton,PG,0.8,0
2016,Mason Plumlee,C,0.6,1.4
2016,Otto Porter Jr.,SF,2.4,0.9
2016,Bobby Portis,PF,-0.6,-0.9
2016,Kristaps Porzingis,PF,0.7,-0.3
2016,Dwight Powell,C,-0.1,1.1
2016,Norman Powell,SG,-0.6,0.1
2016,Taurean Prince,SF,-3.5,1.7
2016,Julius Randle,PF,-0.6,-0.3
2016,Zach Randolph,PF,1,-1.6
2016,JJ Redick,SG,1.6,-1.2
2016,Willie Reed,C,-0.9,0
2016,Josh Richardson,SG,-2,0.9
2016,Austin Rivers,SG,-1.2,-1
2016,Andre Roberson,SF,-2.5,1.4
2016,Glenn Robinson III,SF,-0.5,0.2
2016,Sergio Rodriguez,PG,-1.2,-1.6
2016,Rajon Rondo,PG,-1.6,1
2016,Derrick Rose,PG,1,-2
2016,Terrence Ross,SF,-0.3,0.1
